1.0189,0.95178,0.18899,-0.022452,0.086534,-0.11596,0.074339,-0.2423,-0.1807,-0.13403,-0.035683,0.31031,-0.15194,0.024828,-0.18811,0.0086726,0.26691,0.17589,-0.26383,-0.24412,-0.069818,-0.095271,-0.10796,0.25654,0.41699,0.072553,0.25715,0.011186,-0.0089005,-0.065276,0.1269,-0.125,-0.3536,-0.052226,0.022275,0.050587,-0.28889,-0.1236,0.16484,0.024088,-0.011666,-0.074348,0.11685,0.011096,0.27635,0.12064,0.023811,0.065317,-0.18132,-0.13144,0.10595,0.13128,-0.27367,-0.057096,-0.26918,0.17361,-0.031939,0.0053465,0.13301,-0.011105,0.042694,0.017168,0.056435,-0.13428,-0.065265,0.040491,0.12662,0.23831,0.16782,-0.15343,-0.46306,0.12787,-0.35676,0.2152,-0.11495,0.13806,0.16103,0.32264,0.12634,0.21524,-0.10362,0.010598,0.29202,0.20983,0.16559,0.25017,0.11471,-0.11849,-0.21621,0.19971,-0.017317,0.39869,-0.044882,0.17303,0.044962,0.16762,-0.43668,-0.33497,-0.071887,0.21226
1.0632,0.64638,0.30565,0.047913,-0.23218,0.16994,0.069134,-0.29184,0.14124,-0.26814,0.2453,-0.24942,-0.083854,0.16595,-0.05387,-0.00098507,-0.48212,-0.37258,0.47606,-0.11799,0.10063,-0.033637,0.12928,-0.35961,-0.060666,-0.25762,0.048382,0.10218,0.13792,0.0158,-0.067505,-0.15938,0.11915,0.023823,-0.022296,-0.30545,-0.16601,0.2486,-0.26622,-0.56343,0.083378,-0.010427,-0.064607,0.12535,-0.10498,0.13614,0.14468,-0.055903,-0.12956,-0.051079,-0.051608,-0.0069059,-0.27848,-0.00051909,-0.16997,-0.25875,0.057074,-0.4442,-0.027949,0.19849,0.0098551,-0.10523,0.023588,-0.18526,0.057633,-0.20468,0.1632,-0.15962,-0.11734,0.26936,-0.045012,0.17612,-0.2527,-0.33903,0.18557,-0.28418,0.24122,-0.20081,-0.41291,0.20198,-0.22484,-0.16757,-0.20429,-0.10346,-0.079594,0.26752,0.27715,0.04373,-0.27339,0.12979,0.032675,-0.071642,0.055557,0.13957,-0.075404,0.054093,0.012316,0.14109,-0.057934,-0.15633
1.1846,0.91907,-0.36886,-0.31693,-0.20725,-0.021669,0.043004,0.10941,0.27532,-0.24147,0.10811,-0.22515,-0.14108,-0.068431,-0.36179,0.33321,-0.080658,0.19732,-0.23276,-0.16514,0.29138,0.32815,-0.23165,-0.23748,-0.2651,0.25168,0.14615,-0.057107,-0.0045519,0.073522,-0.45792,-0.26406,-0.087305,-0.070499,-0.051659,0.24022,-0.23457,0.097145,-0.053019,0.27469,-0.056146,-0.34685,0.10102,-0.011919,0.14519,-0.15075,-0.25204,-0.32548,-0.17056,-0.071235,-0.33039,-0.10581,0.26657,0.039321,-0.21701,-0.0026864,-0.11301,-0.17309,0.097712,0.11846,0.22384,0.011475,-0.27751,0.25274,0.018181,-0.32477,0.060958,-0.025985,-0.2798,0.097935,0.08355,-0.21873,-0.1361,0.36378,-0.22937,0.19059,0.050772,0.15907,0.15729,-0.071588,0.057931,0.26616,-0.26633,0.11906,0.24022,0.046992,0.09793,-0.15018,0.19572,-0.058296,-0.23232,-0.17901,-0.0329,0.076958,0.19113,-0.060886,-0.0056906,-0.16349,0.077626,0.23521
1.0522,1.3878,-0.038404,0.27387,0.18619,-0.23997,-0.093521,-0.11573,-0.059373,0.28525,-0.17588,-0.030748,-0.14066,0.069573,0.16013,0.022434,0.15192,-0.1474,0.062907,0.099991,-0.17233,-0.39555,-0.040212,0.24338,0.059699,-0.057761,-0.055035,0.29992,-0.2049,-0.28263,0.095562,-0.30755,0.08539,-0.57139,-0.47782,0.022685,-0.36598,0.095913,-0.042197,0.11261,0.41741,0.36758,-0.45735,-0.12106,-0.29374,-0.0023023,-0.2798,0.096557,-0.099439,-0.01571,-0.0018268,-0.172,0.24875,0.27878,-0.094518,-0.2615,-0.022065,-0.0018053,-0.034791,-0.016492,0.3062,-0.093216,0.15589,-0.097897,0.081634,0.28439,-0.062801,-0.098415,0.24141,0.04099,-0.012285,-0.12334,0.31177,0.22772,-0.021893,0.31423,-0.073291,-0.08767,-0.097496,-0.042344,-0.10953,-0.31582,-0.028806,-0.17664,0.17962,0.10363,0.019277,0.24133,-0.083473,-0.27434,-0.099065,-0.0044868,-0.20558,-0.0084646,-0.33023,-0.26466,0.28367,0.20628,0.096041,-0.24385
1.0414,0.89528,0.30871,-0.15096,0.15131,-0.033356,-0.11263,-0.056583,0.15154,-0.57273,-0.092989,0.25903,0.049059,0.116,-0.016506,0.34593,-0.0086233,-0.066666,0.074201,0.29155,0.18973,-0.035317,-0.059655,-0.12889,0.1847,-0.30946,-0.20859,0.4685,-0.22887,0.24494,0.069082,0.32988,0.069387,0.53669,0.30363,0.28769,-0.095498,0.18286,-0.025412,0.033866,-0.0073937,0.16077,0.060933,0.32796,0.41772,0.007434,-0.05671,0.032359,0.045429,-0.09835,-0.090519,-0.56886,0.054867,-0.037254,0.093893,0.0034109,0.11571,-0.0028597,-0.25253,0.075156,-0.1614,-0.34664,-0.31943,0.01918,0.13784,0.015961,-0.016773,-0.096229,0.054393,0.11746,-0.04493,-0.041483,0.21332,0.19257,-0.17767,0.12046,0.38479,0.3626,0.023137,0.20132,-0.19384,-0.036962,-0.20799,0.10037,-0.033787,0.088934,0.34992,0.27194,0.18068,0.056587,0.065414,0.11792,0.26186,0.11137,-0.30938,-0.19553,0.059456,-0.072873,0.23645,-0.050353
0.95527,1.1349,0.15886,0.36496,-0.18447,0.16928,-0.24117,0.19683,0.003108,0.051279,0.20907,0.047965,0.19907,0.17006,-0.11219,0.021712,0.082352,-0.15802,0.25907,0.092909,0.019819,0.0070524,-0.23664,-0.075778,-0.15492,-0.48187,0.25169,0.16643,0.15066,-0.032783,-0.47375,0.035895,-0.064302,0.10644,0.038602,-0.14276,-0.18759,0.046343,0.18607,-0.070032,-0.2098,0.060011,0.1006,-0.1586,-0.28104,0.38146,-0.25305,-0.37432,-0.13073,-0.023398,-0.030481,-0.069189,0.0052368,-0.047317,-0.21168,0.033778,-0.0027124,-0.3034,-0.14881,-0.24213,0.33443,0.056399,0.049153,0.052459,-0.015494,0.27419,-0.057664,-0.16579,0.13692,-0.21808,-0.031078,0.20464,-0.098691,-0.11115,0.063201,-0.082278,0.0062812,0.21506,0.31967,0.034721,0.086287,0.019038,0.18389,-0.0069979,0.11368,-0.16237,0.08295,-0.28709,0.28279,0.28231,0.4325,-0.063788,-0.0093077,0.065064,0.17401,0.056882,0.03088,0.27121,-0.39235,-0.28228
1.3176,0.94579,0.03529,-0.33025,0.036829,-0.093452,0.11835,0.20915,0.12745,0.18597,-0.24432,0.10388,0.30839,-0.013005,-0.37701,-0.12005,-0.1819,0.13283,0.18837,0.19644,-0.086788,-0.044615,-0.26016,0.14682,0.011062,0.19781,-0.14298,-0.045215,0.12956,0.0080425,-0.057874,-0.37247,-0.18924,0.03893,0.09829,-0.21709,0.064448,0.023839,-0.056522,-0.29643,0.041981,-0.08815,-0.034442,0.15612,-0.022116,0.2792,-0.012339,0.093769,-0.32047,0.093183,0.056755,0.20938,-0.12049,0.46381,-0.04876,0.069194,0.051291,-0.011817,-0.31841,-0.085034,0.006206,-0.13176,-0.090294,0.016903,0.14041,0.52948,-0.10737,-0.050631,-0.07811,0.205,0.093549,-0.29853,0.27851,0.18401,0.12219,-0.15957,0.05493,0.055319,-0.07628,-0.033512,0.073497,-0.29512,0.15474,0.18375,-0.45292,0.041736,0.0088985,-0.29173,0.10815,0.069766,-0.24586,-0.038153,-0.24665,-0.067633,0.020182,0.024185,-0.16916,-0.14584,0.11472,0.034823
0.90321,0.96254,0.063459,-0.24454,-0.01124,0.61136,-0.028493,0.0053132,0.0046601,0.29753,-0.014655,0.28269,-0.34058,-0.10118,-0.13021,-0.052689,0.0066509,0.085248,0.41305,-0.090261,-0.1556,0.14146,-0.11159,-0.23981,-0.32508,0.39844,-0.19315,0.21664,-0.069358,0.12105,0.11277,0.21224,0.30397,-0.062167,0.29081,-0.03159,0.058867,0.0081754,0.051296,-0.013255,-0.28374,0.17321,-0.30686,-0.040216,-0.12261,-0.17793,0.11923,-0.11399,0.11207,0.1178,-0.25311,0.19883,-0.15266,-0.19348,0.077647,-0.10202,-0.10225,-0.017355,-0.34193,-0.072133,-0.21246,0.071753,-0.069293,0.18674,-0.24269,0.11782,-0.04305,0.27388,-0.039104,0.13349,-0.048674,0.033646,0.048381,-0.015213,0.12712,0.057662,0.28726,-0.070542,-0.0058778,0.079663,-0.23197,0.17166,-0.28779,-0.082371,-0.1424,-0.095425,0.26538,-0.28177,0.013304,-0.00044043,0.17262,0.38869,-0.30645,0.016551,0.041735,0.23271,0.12633,0.11516,0.20026,0.19068
0.73657,0.83287,-0.14441,-0.039055,-0.081941,0.15379,0.0048873,-0.31208,-0.14415,0.22728,-0.037955,0.06525,-0.010685,-0.039691,0.14142,-0.16685,0.3218,0.12135,-0.20856,-0.028472,-0.13746,-0.17395,-0.038353,0.22938,-0.42269,0.4503,0.12292,0.096338,-0.091974,-0.33874,-0.11144,-0.11418,-0.019531,0.18488,0.3807,-0.1077,-0.51789,0.037727,0.027042,-0.078341,-0.046168,0.14738,0.031198,-0.11539,-0.10969,-0.1273,-0.091304,0.0617,-0.097344,-0.11401,-0.021325,-0.26556,0.30069,0.32998,-0.41155,0.25116,0.24165,0.33485,-0.075054,0.39517,-0.05333,0.2802,0.088423,0.030623,0.032438,0.022666,0.11386,0.30394,-0.17241,0.092243,0.24386,0.15927,0.15387,-0.17197,0.012829,0.095478,-0.14256,-0.46389,0.49707,0.15586,-0.094072,-0.19262,0.13883,-0.14562,0.071117,-0.16519,-0.092836,-0.043317,-0.065363,0.038062,0.18144,-0.029272,0.16172,-0.24238,0.15215,-0.12057,0.23482,-0.3362,-0.0026578,0.26949
0.9025,0.93717,0.44881,-0.40336,0.36931,0.12517,-0.19217,-0.03621,-0.15054,-0.089865,0.30862,0.30779,-0.019481,-0.16023,0.032615,-0.26507,-0.11066,0.087165,-0.29533,0.14264,-0.12259,0.29038,-0.29312,-0.38143,0.17186,-0.25338,-0.056577,-0.34227,0.030669,0.25582,-0.086199,0.17467,0.10563,-0.14369,-0.040772,0.0061092,-0.22099,0.26032,0.25817,0.016049,-0.022088,0.024657,-0.38185,-0.18872,0.31328,0.43162,0.22719,0.38748,0.14058,-0.28363,-0.0007035,-0.10345,-0.20145,-0.044652,-0.33419,0.1916,-0.26125,0.097719,-0.094247,-0.3185,0.18672,-0.093547,0.035337,-0.29641,-0.3964,-0.018889,0.10967,-0.39281,-0.19486,-0.073053,-0.25927,0.031836,0.15123,-0.14906,0.23867,0.15238,0.043886,0.27138,-0.37109,0.20187,-0.30562,-0.02404,0.29027,0.026869,0.25987,0.20392,-0.21296,-0.068564,-0.027801,-0.18281,0.20688,-0.041331,-0.059163,0.0021208,0.17146,-0.097311,0.17646,-0.043222,0.32375,0.18426
